date,btc_price_usd,eth_price_usd,lpt_price_usd,btc_volume,eth_volume,lpt_volume,fear_greed_index
2022-12-03,16908.236328125,1243.3348388671875,7.336260795593262,16217776704,5672609405,6503561,27.0
2022-12-04,17130.486328125,1280.256591796875,7.492278099060059,16824520830,5174128454,4185964,26.0
2022-12-05,16974.826171875,1259.6767578125,7.569410800933838,22209086834,6120359523,4962662,26.0
2022-12-06,17089.50390625,1271.65380859375,7.557419776916504,19889922369,5089212680,6036385,25.0
2022-12-07,16848.126953125,1232.4375,7.17303991317749,19675404389,5752205180,6747793,29.0
2022-12-08,17233.474609375,1281.1163330078125,7.274417877197266,20496603770,6227269815,10260626,25.0
2022-12-09,17133.15234375,1264.2847900390625,7.243863105773926,20328426366,5706183865,4944088,26.0
2022-12-10,17128.724609375,1266.3841552734375,7.308391094207764,12706781969,3282499999,8012525,27.0
2022-12-11,17104.193359375,1263.8685302734375,7.048954010009766,14122486832,3362005848,4916824,26.0
2022-12-12,17206.4375,1274.6190185546875,6.815965175628662,19617581341,5151109364,4563918,27.0
2022-12-13,17781.318359375,1320.5491943359375,6.7003350257873535,26634741631,8812883119,7523787,27.0
2022-12-14,17815.650390625,1309.3287353515625,6.743657112121582,25534481470,7830915428,6226640,30.0
2022-12-15,17364.865234375,1266.3538818359375,6.4769721031188965,20964448341,6032859783,4083557,31.0
2022-12-16,16647.484375,1168.2593994140625,5.58137321472168,24031608960,9297811507,5824046,29.0
2022-12-17,16795.091796875,1188.1495361328125,5.777490139007568,14463581825,5077258586,3790869,28.0
2022-12-18,16757.9765625,1184.7152099609375,5.70858097076416,10924354698,3350092519,2791452,26.0
2022-12-19,16439.6796875,1167.60986328125,5.397558212280273,17221074814,4943628091,4189049,29.0
2022-12-20,16906.3046875,1217.70361328125,5.721879005432129,22722096615,6684951715,7098858,29.0
2022-12-21,16817.53515625,1213.5999755859375,5.659183979034424,14882945045,4217182733,5458079,26.0
2022-12-22,16830.341796875,1218.18212890625,5.668978214263916,16441573050,5297471739,5751515,28.0
2022-12-23,16796.953125,1220.159423828125,5.633052825927734,15329265213,4835831923,5109623,27.0
2022-12-24,16847.755859375,1221.1485595703125,5.612820148468018,9744636213,2626153345,5072498,29.0
2022-12-25,16841.986328125,1218.9620361328125,5.635810852050781,11656379938,3942720070,5296196,29.0
2022-12-26,16919.8046875,1226.974365234375,5.429768085479736,11886957804,3282098400,6013004,28.0
2022-12-27,16717.173828125,1212.7916259765625,5.080965995788574,15748580239,4091530737,5468011,27.0
2022-12-28,16552.572265625,1189.986083984375,4.674585819244385,17005713920,4991669631,5840072,28.0
2022-12-29,16642.341796875,1201.5953369140625,4.573089122772217,14472237479,4132233940,4962856,28.0
2022-12-30,16602.5859375,1199.2327880859375,4.456820964813232,15929162910,4055668253,7867482,28.0
2022-12-31,16547.49609375,1196.771240234375,4.547299861907959,11239186456,3018513333,9483338,25.0
2023-01-01,16625.080078125,1200.96484375,4.587386131286621,9244361700,2399674550,4760970,26.0
2023-01-02,16688.470703125,1214.6566162109375,4.66128396987915,12097775227,3765758498,6172136,27.0
2023-01-03,16679.857421875,1214.77880859375,4.706935882568359,13903079207,3392972131,5025717,26.0
2023-01-04,16863.23828125,1256.526611328125,4.71593713760376,18421743322,6404416893,4876653,29.0
2023-01-05,16836.736328125,1250.4385986328125,4.491110801696777,13692758566,4001786456,4301804,29.0
2023-01-06,16951.96875,1269.3790283203125,4.439969062805176,14413662913,4977252792,5343934,26.0
2023-01-07,16955.078125,1264.2703857421875,4.535613059997559,7714767174,2565213548,4427771,25.0
2023-01-08,17091.14453125,1287.3594970703125,4.695856094360352,9768827914,3495088905,4324184,25.0
2023-01-09,17196.5546875,1321.5389404296875,4.894011974334717,18624736866,7990438824,7507200,25.0
2023-01-10,17446.29296875,1336.5860595703125,4.980360984802246,15808338949,5830173253,9328715,26.0
2023-01-11,17934.896484375,1387.9327392578125,5.031355857849121,18372283782,6314904311,4579001,26.0
2023-01-12,18869.587890625,1417.9384765625,5.256018161773682,34971338710,12230193038,7106387,30.0
2023-01-13,19909.57421875,1451.6148681640625,5.544491767883301,29225029694,7684148212,6502637,31.0
2023-01-14,20976.298828125,1550.7069091796875,6.004732131958008,38967784639,15444626014,17175346,46.0
2023-01-15,20880.798828125,1552.4794921875,6.042555809020996,19298407543,6774614499,10716153,52.0
2023-01-16,21169.6328125,1576.83349609375,6.12251091003418,26792494050,8454485431,10945561,45.0
2023-01-17,21161.51953125,1567.8460693359375,6.045763969421387,24999983362,7599462786,7288019,51.0
2023-01-18,20688.78125,1515.5069580078125,5.421000957489014,30005625418,10354880595,7907821,52.0
2023-01-19,21086.79296875,1552.5565185546875,5.469299793243408,21152848261,6432638856,5438596,45.0
2023-01-20,22676.552734375,1659.754150390625,6.3812079429626465,28799154319,8528894754,11239472,51.0
2023-01-21,22777.625,1627.1181640625,6.3128981590271,32442278429,8859250310,14289634,53.0
2023-01-22,22720.416015625,1628.382080078125,6.578319072723389,24746386230,7517988734,10385402,53.0
2023-01-23,22934.431640625,1628.2510986328125,6.712674140930176,26518700512,8264507375,7686006,50.0
2023-01-24,22636.46875,1556.604248046875,6.628116130828857,26405069715,8180274691,9059568,52.0
2023-01-25,23117.859375,1611.7110595703125,7.528769016265869,30685366709,10598973448,86707144,51.0
2023-01-26,23032.77734375,1603.10595703125,7.55139684677124,26357839322,8395315241,21567853,54.0
2023-01-27,23078.728515625,1598.156494140625,7.57578706741333,25383335641,8124465373,13610735,55.0
2023-01-28,23031.08984375,1572.43505859375,7.341314792633057,14712928379,5803653357,5913842,52.0
2023-01-29,23774.56640625,1646.1556396484375,7.473080158233643,27423687259,8801292300,5402187,55.0
2023-01-30,22840.138671875,1567.3265380859375,7.129277229309082,27205595568,9180418120,7819771,61.0
2023-01-31,23139.283203125,1586.535400390625,7.3763017654418945,22837828665,6585191019,14388584,51.0
2023-02-01,23723.76953125,1641.792724609375,7.532505035400391,26683255504,8116969489,10440052,56.0
2023-02-02,23471.87109375,1643.2415771484375,7.577123165130615,32066936882,10558081069,8433984,60.0
2023-02-03,23449.322265625,1664.74560546875,8.410589218139648,27083066007,8169519805,24406658,60.0
2023-02-04,23331.84765625,1667.0592041015625,8.542445182800293,15639298538,5843302512,9456252,58.0
2023-02-05,22955.666015625,1631.6458740234375,8.481324195861816,19564262605,6926696531,13097831,58.0
2023-02-06,22760.109375,1616.2470703125,8.924036026000977,23825006542,6919871886,13253985,56.0
2023-02-07,23264.291015625,1672.0035400390625,10.35937786102295,27187964471,8030277434,37887175,54.0
2023-02-08,22939.3984375,1650.716796875,10.215777397155762,25371367758,7806089579,13335946,58.0
2023-02-09,21819.0390625,1546.438232421875,8.778135299682617,32572572185,10524969124,29875464,55.0
2023-02-10,21651.18359375,1514.869140625,8.988727569580078,27078406594,8397387897,12635329,48.0
2023-02-11,21870.875,1539.9267578125,9.525235176086426,16356226232,5064007416,10914855,49.0
2023-02-12,21788.203125,1515.03369140625,9.045145988464355,17821046406,5319698775,6043644,50.0
2023-02-13,21808.1015625,1507.1658935546875,8.694196701049805,23918742607,9363855114,11823065,48.0
2023-02-14,22220.8046875,1556.8751220703125,9.14314079284668,26792596581,9249575045,8346798,50.0
2023-02-15,24307.841796875,1673.7459716796875,9.522577285766602,32483312909,10015035156,12843461,53.0
2023-02-16,23623.474609375,1640.067626953125,9.120610237121582,39316664596,12704861676,13302310,62.0
2023-02-17,24565.6015625,1694.7833251953125,9.05922794342041,41358451255,9802443159,10548608,61.0
2023-02-18,24641.27734375,1691.8194580078125,9.069975852966309,19625427158,5491437195,10092571,60.0
2023-02-19,24327.642578125,1681.4361572265625,8.903072357177734,25555105670,6959144003,10131060,60.0
2023-02-20,24829.1484375,1702.6751708984375,9.05329418182373,28987376573,7703604237,8984912,58.0
2023-02-21,24436.353515625,1658.036376953125,8.620179176330566,31252098714,8721608198,11188193,60.0
2023-02-22,24188.84375,1643.231689453125,8.394448280334473,30199996781,9189387004,8335223,59.0
2023-02-23,23947.4921875,1651.0738525390625,8.282514572143555,30476264066,9013236167,7213101,56.0
2023-02-24,23198.126953125,1608.3731689453125,7.640911102294922,26811744928,8909129423,8743614,53.0
2023-02-25,23175.375,1594.9149169921875,7.524032115936279,16100721565,5657686235,9457790,52.0
2023-02-26,23561.212890625,1640.817138671875,7.774442195892334,16644534842,5727967432,4838038,51.0
2023-02-27,23522.87109375,1634.326416015625,7.614805221557617,22660763494,7239824677,6404813,50.0
2023-02-28,23147.353515625,1605.8951416015625,7.056971073150635,20535363434,6323676957,8656688,53.0
2023-03-01,23646.55078125,1663.4337158203125,7.205985069274902,24662841200,7701847224,10007542,50.0
2023-03-02,23475.466796875,1647.3193359375,6.970973014831543,20386398516,7080950926,8115445,51.0
2023-03-03,22362.6796875,1569.1676025390625,6.394277095794678,26062404610,9922240199,10946602,50.0
2023-03-04,22353.349609375,1566.9239501953125,6.005969047546387,11166012913,4389045367,7967992,50.0
2023-03-05,22435.513671875,1564.46875,5.938618183135986,13317001733,5020886238,6269416,47.0
2023-03-06,22429.7578125,1567.398681640625,6.175449848175049,17353192895,5245153345,6854339,48.0
2023-03-07,22219.76953125,1561.93310546875,6.00233793258667,22765452204,6854058349,7964902,49.0
2023-03-08,21718.080078125,1534.0882568359375,5.6611480712890625,22536575684,7130327525,9484077,50.0
2023-03-09,20363.021484375,1438.6607666015625,5.419504165649414,30364664171,9457897583,11929319,44.0
2023-03-10,20187.244140625,1429.1580810546875,5.293361186981201,39578257695,12665194936,10769505,34.0
2023-03-11,20632.41015625,1482.61669921875,5.005014896392822,30180288176,14917080154,11382453,33.0
2023-03-12,22163.94921875,1590.29296875,5.553855895996094,29279035521,11480965122,11203172,33.0
2023-03-13,24197.533203125,1680.3089599609375,5.715314865112305,49466362688,15711468959,15022356,49.0
2023-03-14,24746.07421875,1703.507080078125,6.156095027923584,54622230164,16159781303,16655800,56.0
2023-03-15,24375.9609375,1656.1805419921875,5.6689839363098145,43655701450,12715339905,13289432,50.0
2023-03-16,25052.7890625,1677.2154541015625,5.736515045166016,33866061747,9364980166,11308401,52.0
2023-03-17,27423.9296875,1792.485107421875,6.340195178985596,50730261335,12467445117,17350759,51.0
2023-03-18,26965.87890625,1761.65966796875,6.127081871032715,35723036817,10317822213,11289990,64.0
2023-03-19,28038.67578125,1785.5765380859375,6.367118835449219,37769448859,9170565472,9906640,63.0
2023-03-20,27767.236328125,1735.3212890625,6.299036026000977,44774027664,10978325507,17600885,66.0
2023-03-21,28175.81640625,1806.7607421875,6.6109538078308105,36102192830,10758627746,16073963,68.0
2023-03-22,27307.4375,1737.717041015625,6.13390588760376,33382021890,12484103560,11397038,62.0
2023-03-23,28333.97265625,1816.4051513671875,7.328127861022949,24220433689,11012966854,29359964,57.0
2023-03-24,27493.28515625,1752.0447998046875,6.840712070465088,25980310960,10913669383,15268914,61.0
2023-03-25,27494.70703125,1743.7647705078125,6.837367057800293,13383005987,6614309912,9433249,64.0
2023-03-26,27994.330078125,1775.6767578125,7.062236785888672,13878363192,6990313307,12400529,64.0
2023-03-27,27139.888671875,1715.4608154296875,6.412755966186523,18188895178,8585750760,11127922,64.0
2023-03-28,27268.130859375,1772.78564453125,6.725879192352295,17783600385,8346890042,8222063,59.0
2023-03-29,28348.44140625,1793.0018310546875,6.941904067993164,20684945906,9136176952,10095616,57.0
2023-03-30,28033.5625,1792.7371826171875,6.817460060119629,22435349951,9724496987,8175395,60.0
2023-03-31,28478.484375,1822.0220947265625,6.9942522048950195,19001327598,9149379763,7379195,63.0
2023-04-01,28411.03515625,1813.860595703125,6.975204944610596,10876469901,5556443606,7209563,61.0
2023-04-02,28199.30859375,1795.7081298828125,6.89808988571167,12284641999,6199721188,6601605,63.0
2023-04-03,27790.220703125,1810.297119140625,6.970867156982422,19556501327,9643826401,7645100,63.0
2023-04-04,28168.08984375,1871.005126953125,7.0327582359313965,15284538859,10398322335,6228035,62.0
2023-04-05,28177.984375,1909.114013671875,7.129514217376709,17052315986,10319231689,6017841,62.0
2023-04-06,28044.140625,1872.922607421875,7.015740871429443,13837809380,8263191830,5844931,63.0
2023-04-07,27925.859375,1865.6361083984375,6.973966121673584,10861680497,8356130492,7793282,64.0
2023-04-08,27947.794921875,1849.4981689453125,6.9897050857543945,9373255556,5016362733,7359003,61.0
2023-04-09,28333.05078125,1859.3878173828125,7.110674858093262,12175322951,6361497715,7776951,61.0
2023-04-10,29652.98046875,1911.20751953125,7.271191120147705,19282400094,8380134275,9112950,62.0
2023-04-11,30235.05859375,1892.189697265625,6.824596881866455,20121259843,8877222956,14071503,68.0
2023-04-12,30139.052734375,1920.68212890625,6.3190178871154785,18651929926,11010714187,16033122,65.0
2023-04-13,30399.06640625,2012.6346435546875,6.421523094177246,17487721001,12546950499,18584136,61.0
2023-04-14,30485.69921875,2101.635498046875,6.549215793609619,22659995079,16298099411,18616798,68.0
2023-04-15,30318.49609375,2092.466796875,6.550043106079102,11940685378,8036468153,9013317,68.0
2023-04-16,30315.35546875,2120.005859375,6.693209171295166,12854816417,7898126856,9794025,68.0
2023-04-17,29445.044921875,2076.242919921875,6.468585968017578,17872186762,9648882546,9830105,69.0
2023-04-18,30397.552734375,2104.537353515625,6.588840961456299,19480529496,9134015143,7764157,58.0
2023-04-19,28822.6796875,1936.4034423828125,5.92682409286499,24571565421,13779745451,13276834,63.0
2023-04-20,28245.98828125,1943.09765625,5.83756685256958,21340360360,11324135406,9161195,52.0
2023-04-21,27276.91015625,1849.9998779296875,5.537543773651123,20759504330,12044274581,9333510,50.0
2023-04-22,27817.5,1874.2286376953125,5.730353832244873,13125734602,6970642726,6915467,53.0
2023-04-23,27591.384765625,1862.06201171875,5.6453471183776855,12785446832,6607451862,6772057,56.0
2023-04-24,27525.33984375,1842.7574462890625,5.663304805755615,17703288330,8438191338,7756574,53.0
2023-04-25,28307.59765625,1866.753662109375,5.688199043273926,17733373139,8677255481,7725843,53.0
2023-04-26,28422.701171875,1866.564208984375,5.5906081199646,31854242019,14356524696,6754587,56.0
2023-04-27,29473.787109375,1908.786376953125,5.735719203948975,27153445027,14008145806,6107591,59.0
2023-04-28,29340.26171875,1892.5128173828125,5.604345798492432,17544464887,7691759733,4327660,64.0
2023-04-29,29248.48828125,1908.9169921875,5.6695661544799805,10662634333,4796651246,3638494,64.0
2023-04-30,29268.806640625,1876.92431640625,5.530120849609375,14652199272,6539641957,3879767,60.0
2023-05-01,28091.568359375,1831.954833984375,5.308081150054932,18655599976,8625783201,4070309,63.0
2023-05-02,28680.537109375,1870.789306640625,5.415192127227783,16432924527,7536785767,3586536,55.0
2023-05-03,29006.30859375,1904.65185546875,5.528407096862793,19122972518,8306390869,4548951,64.0
2023-05-04,28847.7109375,1877.7041015625,5.490203857421875,15548678514,6578438233,4355956,64.0
2023-05-05,29534.384765625,1995.0609130859375,5.574725151062012,17936566518,9498261360,4748800,61.0
2023-05-06,28904.623046875,1900.2218017578125,5.271925926208496,15913866714,9623243037,5695077,60.0
2023-05-07,28454.978515625,1873.076416015625,5.168259143829346,11301355486,6883942236,4488177,64.0
2023-05-08,27694.2734375,1849.042724609375,4.646467208862305,19122903752,9895102899,6864771,60.0
2023-05-09,27658.775390625,1848.6031494140625,4.822274208068848,14128593256,6129516088,4445650,51.0
2023-05-10,27621.755859375,1842.4014892578125,4.917663097381592,20656025026,9945549603,5667177,52.0
2023-05-11,27000.7890625,1796.4906005859375,4.7309160232543945,16724343943,8353828312,4043904,52.0
2023-05-12,26804.990234375,1808.019775390625,4.830124855041504,19313599897,9047198660,3756694,49.0
2023-05-13,26784.078125,1796.1148681640625,4.691184997558594,9999171605,4647630864,2878679,48.0
2023-05-14,26930.638671875,1800.5009765625,4.4768829345703125,10014858959,4711210241,4983967,48.0
2023-05-15,27192.693359375,1817.5499267578125,4.666737079620361,14413231792,6748889346,4589444,50.0
2023-05-16,27036.650390625,1824.1214599609375,4.683841228485107,12732238816,5595959668,3383083,54.0
2023-05-17,27398.802734375,1821.859619140625,5.006710052490234,15140006925,6352161579,4876566,50.0
2023-05-18,26832.208984375,1801.728515625,4.982713222503662,15222938600,5673124255,4824031,51.0
2023-05-19,26890.12890625,1812.5894775390625,5.036746978759766,11258983301,4796110259,4752447,48.0
2023-05-20,27129.5859375,1820.47802734375,5.036754131317139,7044911360,2951655969,4309256,48.0
2023-05-21,26753.826171875,1804.5313720703125,4.805461883544922,8647416921,3386768865,3409886,52.0
2023-05-22,26851.27734375,1817.5347900390625,4.912646770477295,11056770492,4534841049,3534835,49.0
2023-05-23,27225.7265625,1854.380615234375,5.134253978729248,13697203143,6820047160,4319734,50.0
2023-05-24,26334.818359375,1800.0999755859375,5.124200820922852,16299104428,7101647419,5913310,50.0
2023-05-25,26476.20703125,1805.9537353515625,5.050239086151123,13851122697,6321689859,4055032,51.0
2023-05-26,26719.291015625,1828.689697265625,4.919467926025391,12711619225,5451414258,4695718,49.0
2023-05-27,26868.353515625,1831.1182861328125,4.835762977600098,7892015141,3216737652,4981050,48.0
2023-05-28,28085.646484375,1910.9141845703125,5.124632835388184,14545229578,6359610561,8232558,50.0
2023-05-29,27745.884765625,1893.078125,5.05286979675293,15181308984,5884674572,5543904,52.0
2023-05-30,27702.349609375,1901.026611328125,5.077532768249512,13251081851,5363439784,4039035,51.0
2023-05-31,27219.658203125,1874.1304931640625,4.959549903869629,15656371534,5984512548,3790715,51.0
2023-06-01,26819.97265625,1862.201416015625,5.039821147918701,14678970415,5640027197,4389483,52.0
2023-06-02,27249.58984375,1907.256591796875,5.219564914703369,14837415000,6097746022,3860124,50.0
2023-06-03,27075.12890625,1892.4124755859375,5.219387054443359,8385597470,3472274607,3606809,53.0
2023-06-04,27119.06640625,1890.5135498046875,5.1158270835876465,9360912318,3747042696,3083493,52.0
2023-06-05,25760.09765625,1811.828369140625,4.563800811767578,21513292646,9246593033,6430966,53.0
2023-06-06,27238.783203125,1884.494873046875,5.2217698097229,21929670693,8704411776,10540746,44.0
2023-06-07,26345.998046875,1832.39599609375,4.75899076461792,19530045082,7919894455,30718047,53.0
2023-06-08,26508.216796875,1846.3018798828125,4.695580959320068,11904824295,4536041931,7641005,50.0
2023-06-09,26480.375,1840.2252197265625,4.616397857666016,11015551640,4610831509,4907966,50.0
2023-06-10,25851.240234375,1752.384765625,3.7647809982299805,19872933189,10788500406,11503375,49.0
2023-06-11,25940.16796875,1753.415283203125,3.7461040019989014,10732609603,4559112981,5195212,47.0
2023-06-12,25902.5,1742.5286865234375,3.81713604927063,11677889997,6031384958,4941207,47.0
2023-06-13,25918.728515625,1739.03759765625,3.875709056854248,14143474486,6214125203,4592902,45.0
2023-06-14,25124.67578125,1650.519287109375,3.7922680377960205,14265717766,7462905534,4455325,46.0
2023-06-15,25576.39453125,1665.519775390625,3.8786990642547607,15837384409,7328564880,4249306,41.0
2023-06-16,26327.462890625,1716.6688232421875,3.887065887451172,16324646965,6281023479,3496947,47.0
2023-06-17,26510.67578125,1727.2041015625,3.967484951019287,11090276850,4875187477,3327910,47.0
2023-06-18,26336.212890625,1720.5775146484375,3.87650990486145,9565695129,3820038842,2852898,49.0
2023-06-19,26851.029296875,1737.659423828125,3.9392809867858887,12826986222,5210480121,3146758,47.0
2023-06-20,28327.48828125,1792.1199951171875,4.144678115844727,22211859147,7171072578,3664365,49.0
2023-06-21,30027.296875,1891.0072021484375,4.366783142089844,33346760979,11731457711,4747534,59.0
2023-06-22,29912.28125,1872.9429931640625,4.365976810455322,20653160491,8477657143,5200061,65.0
2023-06-23,30695.46875,1892.862060546875,4.287182807922363,24115570085,8290615074,7405459,65.0
2023-06-24,30548.6953125,1876.0596923828125,4.307126998901367,12147822496,5026191704,4530957,62.0
2023-06-25,30480.26171875,1900.506103515625,4.425271987915039,12703464114,6937581709,4511178,64.0
2023-06-26,30271.130859375,1859.432861328125,4.295650005340576,16493186997,8619702292,4593919,55.0
2023-06-27,30688.1640625,1889.703369140625,4.457856178283691,16428827944,7686042202,5731206,59.0
2023-06-28,30086.24609375,1827.97119140625,4.163899898529053,14571500779,7135265016,5257625,62.0
2023-06-29,30445.3515625,1852.227294921875,4.152029991149902,13180860821,5677228612,4223623,54.0
2023-06-30,30477.251953125,1933.18896484375,4.79241418838501,26387306197,12895131248,29430433,56.0
2023-07-01,30590.078125,1924.56591796875,4.729253768920898,9086606733,5136809625,7262586,59.0
2023-07-02,30620.76953125,1937.4383544921875,4.747498035430908,10533418042,6343966490,5219839,63.0
2023-07-03,31156.439453125,1955.38916015625,4.80185079574585,15271884873,7858509087,7327266,62.0
2023-07-04,30777.58203125,1936.633544921875,4.690409183502197,12810828427,5683423776,4344129,64.0
2023-07-05,30514.166015625,1910.5880126953125,4.603434085845947,12481622280,6034088075,4921648,61.0
2023-07-06,29909.337890625,1848.636474609375,4.450575828552246,21129219509,8905008384,4313441,56.0
2023-07-07,30342.265625,1870.6025390625,4.435469150543213,13384770155,6468885150,3246420,55.0
2023-07-08,30292.541015625,1865.53955078125,4.33148717880249,7509378699,4299007854,3175275,58.0
2023-07-09,30171.234375,1863.009765625,4.289665222167969,7903327692,4392863807,2475986,55.0
2023-07-10,30414.470703125,1880.556396484375,4.344426155090332,14828209155,6336468234,3912845,56.0
2023-07-11,30620.951171875,1878.3360595703125,4.345688819885254,12151839152,4905225892,2924015,57.0
2023-07-12,30391.646484375,1872.11376953125,4.3064351081848145,14805659717,6379007000,3088075,64.0
2023-07-13,31476.048828125,2006.511474609375,4.789196968078613,23686079548,11114853969,5179599,57.0
2023-07-14,30334.068359375,1939.3470458984375,4.6613850593566895,20917902660,10627449471,5687556,60.0
2023-07-15,30295.806640625,1931.466552734375,4.637461185455322,8011667756,4380084234,5008702,56.0
2023-07-16,30249.1328125,1923.681884765625,4.450239181518555,8516564470,4329306566,4034728,57.0
2023-07-17,30145.888671875,1911.6461181640625,4.457571029663086,13240156074,6678090758,3619431,54.0
2023-07-18,29856.5625,1897.5992431640625,4.1654181480407715,13138897269,5814708445,3851933,56.0
2023-07-19,29913.923828125,1889.0079345703125,3.996933937072754,12128602812,6018487800,8814024,50.0
2023-07-20,29792.015625,1890.9691162109375,4.029576778411865,14655207121,7366830684,7477674,56.0
2023-07-21,29908.744140625,1892.080078125,4.060997009277344,10972789818,4668158260,5367822,50.0
2023-07-22,29771.802734375,1864.912353515625,4.029356956481934,7873300598,4101305643,5276427,52.0
2023-07-23,30084.5390625,1889.191650390625,4.1748881340026855,9220145050,4480604100,6507827,54.0
2023-07-24,29176.916015625,1850.0020751953125,4.005153179168701,15395817395,6344373569,7251542,55.0
2023-07-25,29227.390625,1857.741943359375,4.000687122344971,10266772793,4163381707,5849246,50.0
2023-07-26,29354.97265625,1872.159912109375,4.122063159942627,13497554655,5781548155,6011932,51.0
2023-07-27,29210.689453125,1860.357177734375,4.201432228088379,10770779217,4291339248,5704759,51.0
2023-07-28,29319.24609375,1874.744873046875,4.193930149078369,11218474952,3800973336,4764918,52.0
2023-07-29,29356.91796875,1881.06884765625,4.202610969543457,6481775959,2497302218,5175178,52.0
2023-07-30,29275.30859375,1861.643798828125,4.055638790130615,8678454527,4003005547,5419905,52.0
2023-07-31,29230.111328125,1856.162353515625,4.011322975158691,11656781982,4391613314,4976287,50.0
2023-08-01,29675.732421875,1871.7921142578125,4.0891852378845215,18272392391,7634860636,5619264,53.0
2023-08-02,29151.958984375,1839.0897216796875,3.9617159366607666,19212655598,6448512422,7324867,53.0
2023-08-03,29178.6796875,1835.136474609375,3.920905113220215,12780357746,4710581074,7325520,52.0
2023-08-04,29074.091796875,1827.712890625,3.8881869316101074,12036639988,4861242484,6918081,54.0
2023-08-05,29042.126953125,1834.9879150390625,3.946368932723999,6598366353,2866049749,6980421,50.0
2023-08-06,29041.85546875,1827.4620361328125,4.093794822692871,7269806994,2963395076,8641349,49.0
2023-08-07,29180.578125,1826.9388427734375,5.897902011871338,13618163710,5837881974,242629937,49.0
2023-08-08,29765.4921875,1855.807373046875,4.946153163909912,17570561357,5812855406,79613250,54.0
2023-08-09,29561.494140625,1854.297607421875,4.688223838806152,18379521213,5870081833,31373241,50.0
2023-08-10,29429.591796875,1850.75341796875,4.66389799118042,11865344789,3760304518,23054434,53.0
2023-08-11,29397.71484375,1847.1243896484375,6.176490783691406,10195168197,3353025102,138088868,51.0
2023-08-12,29415.96484375,1848.889892578125,7.837361812591553,6194358008,2291124840,122822372,54.0
2023-08-13,29282.9140625,1839.2801513671875,7.162869930267334,7329897180,3054625661,241098485,54.0
2023-08-14,29408.443359375,1844.185791015625,7.449304103851318,14013695304,4083364724,152188067,50.0
2023-08-15,29170.34765625,1826.9327392578125,6.829552173614502,12640195779,4483923893,71703521,53.0
2023-08-16,28701.779296875,1805.6590576171875,6.507038116455078,14949271904,4976573383,66754728,52.0
2023-08-17,26664.55078125,1684.9334716796875,6.609255790710449,31120851211,14208462072,61194651,50.0
2023-08-18,26049.556640625,1660.945068359375,6.334290027618408,24026236529,9645084584,43138088,37.0
2023-08-19,26096.205078125,1669.471923828125,6.344711780548096,10631443812,4871231360,59007849,39.0
2023-08-20,26189.583984375,1684.85205078125,6.1991190910339355,9036580420,4105056995,29364081,37.0
2023-08-21,26124.140625,1667.26904296875,6.058201789855957,13371557893,5077248383,34878545,38.0
2023-08-22,26031.65625,1633.892578125,5.806410789489746,14503820706,7244623133,38478290,37.0
2023-08-23,26431.640625,1679.2744140625,6.371488094329834,16985265785,7191868448,93087903,37.0
2023-08-24,26162.373046875,1659.944580078125,6.819324016571045,12871532023,5104531920,102517833,41.0
2023-08-25,26047.66796875,1652.93505859375,6.605226039886475,12406045118,5396997823,46599345,39.0
2023-08-26,26008.462890625,1646.3067626953125,7.090582847595215,6034817316,2423247747,69527673,38.0
2023-08-27,26089.693359375,1657.5130615234375,7.926458835601807,6913768611,2624065031,94048558,38.0
2023-08-28,26106.150390625,1652.4573974609375,7.2133708000183105,11002805166,4855588534,57856310,39.0
2023-08-29,27727.392578125,1729.7257080078125,7.177680015563965,29368391712,11304916729,48898320,39.0
2023-08-30,27297.265625,1705.1121826171875,7.478549957275391,16343655235,5023904190,62496777,49.0
2023-08-31,25931.47265625,1645.63916015625,6.900056838989258,20181001451,6593153505,42957977,52.0
2023-09-01,25800.724609375,1628.4912109375,7.1700639724731445,17202862221,6104510092,36187175,40.0
2023-09-02,25868.798828125,1637.025390625,6.816064834594727,10100387473,2943590996,43371704,39.0
2023-09-03,25969.56640625,1636.11767578125,6.799839973449707,8962524523,3151878318,30671105,40.0
2023-09-04,25812.416015625,1629.6552734375,7.842065811157227,10680635106,3887968912,131105758,40.0
2023-09-05,25779.982421875,1633.62939453125,7.443538188934326,11094740040,4417491902,57635295,40.0
2023-09-06,25753.236328125,1632.2523193359375,7.269543170928955,12752705327,4987397046,37214397,42.0
2023-09-07,26240.1953125,1647.5982666015625,6.822131156921387,11088307100,4907290296,51503869,41.0
2023-09-08,25905.654296875,1636.1378173828125,6.783894062042236,10817356400,4598495496,38762897,46.0
2023-09-09,25895.677734375,1635.162353515625,6.355587005615234,5481314132,2081625742,29490687,41.0
2023-09-10,25832.2265625,1616.828857421875,6.318060874938965,7899553047,4339499949,31547763,40.0
2023-09-11,25162.654296875,1551.6376953125,5.8452630043029785,14600006467,7693700923,26697860,40.0
2023-09-12,25833.34375,1592.429443359375,5.933859825134277,18657279324,6813819740,27615643,30.0
2023-09-13,26228.32421875,1607.988525390625,6.007446765899658,13072077070,4979469106,30322744,41.0
2023-09-14,26539.673828125,1626.974365234375,5.941670894622803,13811359124,5538958553,21967802,45.0
2023-09-15,26608.693359375,1641.640380859375,6.14231014251709,11479735788,4348584771,32690105,45.0
2023-09-16,26568.28125,1635.2216796875,6.073050022125244,7402031417,2819575929,24562445,43.0
